Number,Genre,Link
267,pop venezolano,https://embed.spotify.com/?uri=spotify:playlist:0dYg5qMtoE1qT37H7YBNLf
268,symphonic rock,https://embed.spotify.com/?uri=spotify:playlist:7xy3Cy7QkWNgDjkntVvda8
269,trap brasileiro,https://embed.spotify.com/?uri=spotify:playlist:6u3BeKMf8CUZe4ab0HtNbT
270,brooklyn drill,https://embed.spotify.com/?uri=spotify:playlist:6cKDwODDI0Cxba36w964fK
271,pop reggaeton,https://embed.spotify.com/?uri=spotify:playlist:7dWozFDD5uTTmEFMcQtGZj
272,screamo,https://embed.spotify.com/?uri=spotify:playlist:3yvVzKRxdUAc7vxWdwQfGS
273,nova mpb,https://embed.spotify.com/?uri=spotify:playlist:6csaLz3wHWP7Mdl3x2tmxk
274,new rave,https://embed.spotify.com/?uri=spotify:playlist:3ZlEqn2WSADG2wVMPhKHsd
275,r&b en espanol,https://embed.spotify.com/?uri=spotify:playlist:4tzYxjoGLrGjrjp1x0Sggg
276,trance,https://embed.spotify.com/?uri=spotify:playlist:5vBxJ3Y2DbAna3xBJpGz0z
277,japanese teen pop,https://embed.spotify.com/?uri=spotify:playlist:6Wz5IiVGjSDWQmMlPxHcjg
278,florida rap,https://embed.spotify.com/?uri=spotify:playlist:5NELYHLIR9VEbXvj9h52vV
279,turkish rock,https://embed.spotify.com/?uri=spotify:playlist:0aOQSNOuSE84kP4epEGVou
280,funk rock,https://embed.spotify.com/?uri=spotify:playlist:2v7uYvX2h5hNSukaqp9LCb
281,oklahoma country,https://embed.spotify.com/?uri=spotify:playlist:4swO9BLJdUIGuNJii0IXLI
282,sheffield indie,https://embed.spotify.com/?uri=spotify:playlist:7oJElJ9V5z6jWiJEA4S6DM
283,bubblegum pop,https://embed.spotify.com/?uri=spotify:playlist:6GLXp5kwSs0HRDnh6fqKKZ
284,gruperas inmortales,https://embed.spotify.com/?uri=spotify:playlist:7fwQCsCDYxnmWtXUkETn3v
285,dancehall,https://embed.spotify.com/?uri=spotify:playlist:4NWfwcqBdZ3wltgu3BESG7
286,barbadian pop,https://embed.spotify.com/?uri=spotify:playlist:4skZam98b2PwmuWxS8fAT5
287,progressive rock,https://embed.spotify.com/?uri=spotify:playlist:1sYzsb7P37XzNZoUR2GGdm
288,compositional ambient,https://embed.spotify.com/?uri=spotify:playlist:2nKOwEQWB8qDAG5Qcs0kWc
289,atl trap,https://embed.spotify.com/?uri=spotify:playlist:3JqPLi8uM4ldiPdT3T6Oy8
290,country dawn,https://embed.spotify.com/?uri=spotify:playlist:2qk8D3ZyEBXDwR02alzjXq
291,show tunes,https://embed.spotify.com/?uri=spotify:playlist:0Psnw0YWHuqAvVO8YhYJWF
292,brazilian gospel,https://embed.spotify.com/?uri=spotify:playlist:6Xxksk0PXng2x9zF30Yzg7
293,german rock,https://embed.spotify.com/?uri=spotify:playlist:4g8qRc8jVOv6bQc4ybb0rF
294,turkish trap,https://embed.spotify.com/?uri=spotify:playlist:5HmIKVhLNyi6CLopqdLJVU
295,baroque pop,https://embed.spotify.com/?uri=spotify:playlist:1e3sjciHZnhGYpaVYv6rO1
296,plugg,https://embed.spotify.com/?uri=spotify:playlist:64APSYMq8SznNHfk8siTLw
297,bossa nova,https://embed.spotify.com/?uri=spotify:playlist:62CfN1iGlw8MZDMht3P6I3
298,german trap,https://embed.spotify.com/?uri=spotify:playlist:4hvpHorF4NBbh4XHXdeXYR
299,australian rock,https://embed.spotify.com/?uri=spotify:playlist:0D5WxMvZQ7kZJCgF0xu2kJ
300,turkish hip hop,https://embed.spotify.com/?uri=spotify:playlist:4t5PSWEsLQeZ4i90PEpW9i
301,modern indie pop,https://embed.spotify.com/?uri=spotify:playlist:0FkLYgMF09lmzytexAraKv
302,neo-classical,https://embed.spotify.com/?uri=spotify:playlist:6Y3YErcNrY3sVJkq6y9GtT
303,shimmer pop,https://embed.spotify.com/?uri=spotify:playlist:1HxlHisjJGDQLJzg35NVIy
304,social media pop,https://embed.spotify.com/?uri=spotify:playlist:0lXSqruCjvX1e7hw2KGvKw
305,texas country,https://embed.spotify.com/?uri=spotify:playlist:4HbGCzaH6bTsF1FGAESEzG
306,norwegian pop,https://embed.spotify.com/?uri=spotify:playlist:5j9E5msjnYEL2PZLjRzfQy
307,girl group,https://embed.spotify.com/?uri=spotify:playlist:0vgSCZFzrE0eId4bKI1NNt
308,video game music,https://embed.spotify.com/?uri=spotify:playlist:3fMUb3gZXZ8ibcJb5zvy8r
309,funk ostentacao,https://embed.spotify.com/?uri=spotify:playlist:47f23xvBayJUjEhAlUB7xS
310,motown,https://embed.spotify.com/?uri=spotify:playlist:28UOzZyORCx38D8dKe3fsq
311,downtempo,https://embed.spotify.com/?uri=spotify:playlist:5zxj55xrB53As97uvt5x8x
312,afrofuturism,https://embed.spotify.com/?uri=spotify:playlist:2w4rahctwfHuu3YFP8lcFl
313,lilith,https://embed.spotify.com/?uri=spotify:playlist:7yNFFzl1njPs3ToiRrWU9w
314,electronic trap,https://embed.spotify.com/?uri=spotify:playlist:2UZjomZ9r1O9gWyT3BLOZC
315,industrial metal,https://embed.spotify.com/?uri=spotify:playlist:65Jejep3SssPpTW8RGELh6
316,dutch hip hop,https://embed.spotify.com/?uri=spotify:playlist:6BXgKjKKHLt63XIEjs4WIx
317,britpop,https://embed.spotify.com/?uri=spotify:playlist:5H4y9vLqOhWGn0xsExGxKb
318,acoustic pop,https://embed.spotify.com/?uri=spotify:playlist:7vgw73gZZ5gAIxK2emsSPU
319,power metal,https://embed.spotify.com/?uri=spotify:playlist:1sy0OGu2TTXLTiZ7zMdcoB
320,sophisti-pop,https://embed.spotify.com/?uri=spotify:playlist:18LufJPENHQkScaoTPZLAm
321,anime rock,https://embed.spotify.com/?uri=spotify:playlist:0LUqgNyVlPVcZ34ODl30kv
322,lo-fi chill,https://embed.spotify.com/?uri=spotify:playlist:12bxvDyycP9jNYaYKK57DO
323,k-rap,https://embed.spotify.com/?uri=spotify:playlist:0thomPcNswX7vGOyBvHxMQ
324,dutch edm,https://embed.spotify.com/?uri=spotify:playlist:0DX9WVEaDkEiax6hcVqdaL
325,afropop,https://embed.spotify.com/?uri=spotify:playlist:5vpvuv9xaddqd00dzpxTzg
326,reggae fusion,https://embed.spotify.com/?uri=spotify:playlist:0j92q9CkBFlHDpgcIURMd6
327,cumbia villera,https://embed.spotify.com/?uri=spotify:playlist:2ikWCh2wOfp5XtENdqaAQC
328,north carolina hip hop,https://embed.spotify.com/?uri=spotify:playlist:3G9abO9U7dJa0kR4ZKhapR
329,punjabi hip hop,https://embed.spotify.com/?uri=spotify:playlist:1z4ZrhexnvW94ekEDDQqeU
330,uk contemporary r&b,https://embed.spotify.com/?uri=spotify:playlist:5kdP7VQedYdDzhTvfovu0u
331,pittsburgh rap,https://embed.spotify.com/?uri=spotify:playlist:5hEnBDgbXhqEa2mUr4sFVU
332,old school thrash,https://embed.spotify.com/?uri=spotify:playlist:7Mb1RVFEVwS1kOeMpbCWbR
333,axe,https://embed.spotify.com/?uri=spotify:playlist:2ohTpPrJnqmuPYGlzwSPZe
334,deep house,https://embed.spotify.com/?uri=spotify:playlist:4ZRv1fFjjwpgAcosytT3bd
335,nyc rap,https://embed.spotify.com/?uri=spotify:playlist:6YiocLoaqYYGiAztoGspzh
336,taiwan pop,https://embed.spotify.com/?uri=spotify:playlist:33blltDYieR1hn462m5JqR
337,la indie,https://embed.spotify.com/?uri=spotify:playlist:0C1hLm2vFuQgqMnjv31lBK
338,polish trap,https://embed.spotify.com/?uri=spotify:playlist:78dAycV2sXjUhhhCrmgalT
339,hyperpop,https://embed.spotify.com/?uri=spotify:playlist:7DrJ92Lc9UaVB1rKM2UGsg
340,deep groove house,https://embed.spotify.com/?uri=spotify:playlist:7FAkb5HaFNBqFFVVGFvMTE
341,turkish trap pop,https://embed.spotify.com/?uri=spotify:playlist:6O8py1VYpktcoAnKP3Qj0w
342,candy pop,https://embed.spotify.com/?uri=spotify:playlist:1g2P36W1Dn9CYyegAm7Z4x
343,vapor soul,https://embed.spotify.com/?uri=spotify:playlist:5jpKrLqZrBe4Mm375dcaye
344,pop argentino,https://embed.spotify.com/?uri=spotify:playlist:2dHEwheLsfq6X3AfIH1AnJ
345,instrumental lullaby,https://embed.spotify.com/?uri=spotify:playlist:5COOZ0qQHM3AhJnSF7ey9E
346,covertronica,https://embed.spotify.com/?uri=spotify:playlist:4RhTDgamACZmaRxweHuzAn
347,philly rap,https://embed.spotify.com/?uri=spotify:playlist:46OzYiu5J1KvNDAwyY126g
348,rain,https://embed.spotify.com/?uri=spotify:playlist:4NVJ5W2V7pgadk3yXliHTD
349,adoracao,https://embed.spotify.com/?uri=spotify:playlist:2F44c8g3v3EsAuPQvmHTIl
350,modern blues rock,https://embed.spotify.com/?uri=spotify:playlist:2KmAVEfiJy17zDEZslvmSg
351,spanish hip hop,https://embed.spotify.com/?uri=spotify:playlist:3WLnRqmW5IZOATVCnNqZk5
352,afro dancehall,https://embed.spotify.com/?uri=spotify:playlist:1KEVi9iz4neinmHtysrz7A
353,merseybeat,https://embed.spotify.com/?uri=spotify:playlist:2FE5Q5imNlAYRKubRHOuE8
354,reggae,https://embed.spotify.com/?uri=spotify:playlist:0TcXdt4sbITbwCwwFbKYyd
355,shoegaze,https://embed.spotify.com/?uri=spotify:playlist:5ydNNBQbwQJuhmcxyo8K1f
356,canadian rock,https://embed.spotify.com/?uri=spotify:playlist:4STQEZTDt5QijuCxmg3DpB
357,thrash metal,https://embed.spotify.com/?uri=spotify:playlist:3UQbqTKIxehTFCdFyjEQUn
358,samba,https://embed.spotify.com/?uri=spotify:playlist:3xh2sgnL4trGV8rlHTfjgv
359,classic italian pop,https://embed.spotify.com/?uri=spotify:playlist:5KrDtqnhoJoY9d5RIYMXRP
360,funk paulista,https://embed.spotify.com/?uri=spotify:playlist:6YHx5ZIQqpfrxKEsw77EDU
361,neo-psychedelic,https://embed.spotify.com/?uri=spotify:playlist:7qhZxfWGh9O2HWt3V7gpSA
362,indonesian pop rock,https://embed.spotify.com/?uri=spotify:playlist:69r1MJRmRHDdyMwVYnok2p
363,rap calme,https://embed.spotify.com/?uri=spotify:playlist:6fCJ2iyUhivh8ghIqBQ9Nr
364,c-pop,https://embed.spotify.com/?uri=spotify:playlist:1xyLXFq8PsdtkBeTmWqRjQ
365,indiecoustica,https://embed.spotify.com/?uri=spotify:playlist:4RCjZQTtM2pXauBjFNRcGQ
366,danish pop,https://embed.spotify.com/?uri=spotify:playlist:2d4TUfOahHzSBYo0zm8mnV
367,french indie pop,https://embed.spotify.com/?uri=spotify:playlist:7pSUsof5crZi6c4k8Hun3q
368,roots reggae,https://embed.spotify.com/?uri=spotify:playlist:0cT7S92xSEh5wjPSSifu8I
369,latin viral pop,https://embed.spotify.com/?uri=spotify:playlist:6yZCXdIyG6jxAnWnm2wXKp
370,rock nacional brasileiro,https://embed.spotify.com/?uri=spotify:playlist:2VU7QQKSn6eIE2e9DY52dM
371,ska argentino,https://embed.spotify.com/?uri=spotify:playlist:0sS9Esh4m1MZjtLlGRIQmB
372,swing,https://embed.spotify.com/?uri=spotify:playlist:20CFvOMJgvNmysKxUH5GJV
373,turkish alt pop,https://embed.spotify.com/?uri=spotify:playlist:7u11wOJGQMZuMQufJB5hYG
374,dominican pop,https://embed.spotify.com/?uri=spotify:playlist:4GMCrTNjDoL2W3DzqIkbOn
375,rap latina,https://embed.spotify.com/?uri=spotify:playlist:6JWSHUaK7oIekxggExyj6T
376,trip hop,https://embed.spotify.com/?uri=spotify:playlist:2wrc23l7JdQVcpPIcDGaed
377,jazz,https://embed.spotify.com/?uri=spotify:playlist:5EyFMotmvSfDAZ4hSdKrbx
378,musica popular colombiana,https://embed.spotify.com/?uri=spotify:playlist:0Srh9dNBtSw4FRAHozAUqj
379,disco house,https://embed.spotify.com/?uri=spotify:playlist:7tW3eTmzzYNNyEmi9qHdQC
380,indian instrumental,https://embed.spotify.com/?uri=spotify:playlist:2hNgMUbA6cV6NaIbXhd2Bg
381,southern soul,https://embed.spotify.com/?uri=spotify:playlist:5Q3wLZoh8pyDIboX6XolLp
382,lo-fi indie,https://embed.spotify.com/?uri=spotify:playlist:6bLWoiHrkb8pP82YGCqCHi
383,chamber pop,https://embed.spotify.com/?uri=spotify:playlist:1UqeJ3nLHNDOlA6zwFkimJ
384,rap marseille,https://embed.spotify.com/?uri=spotify:playlist:5nMh3IcKI0h3bfeiwdoUrW
385,latin christian,https://embed.spotify.com/?uri=spotify:playlist:2p0LqJK2o0uCq2COZJyhls
386,pixie,https://embed.spotify.com/?uri=spotify:playlist:79AOdu3ELUDHkDPJT1rXUt
387,ohio hip hop,https://embed.spotify.com/?uri=spotify:playlist:56EJ8xSxox8qhQRuruKlo2
388,german dance,https://embed.spotify.com/?uri=spotify:playlist:0ociygIFg7QypC1T9v1g7x
389,bubblegum dance,https://embed.spotify.com/?uri=spotify:playlist:2FYJ3kw41qQGBtIDhusO7L
390,industrial rock,https://embed.spotify.com/?uri=spotify:playlist:3YA1JuMxq4iJNRr1G4hilC
391,spanish pop rock,https://embed.spotify.com/?uri=spotify:playlist:6Z07gmQdxcSmwR1iVNK1Yk
392,indie garage rock,https://embed.spotify.com/?uri=spotify:playlist:7lCazMg1AalQrclLnSpn7v
393,tennessee hip hop,https://embed.spotify.com/?uri=spotify:playlist:0sDsNueIuqMP0aNLesjWMq
394,polish pop,https://embed.spotify.com/?uri=spotify:playlist:40uOIq5lmbAApQTlleiVp0
395,trap soul,https://embed.spotify.com/?uri=spotify:playlist:2G0hc5WoKd28Zhwtpn48Mh
396,vapor twitch,https://embed.spotify.com/?uri=spotify:playlist:4XyF8NB0VN7XR5rDHL2lMG
397,russian pop,https://embed.spotify.com/?uri=spotify:playlist:3C24egLjqcCmIMgfztqI2r
398,skate punk,https://embed.spotify.com/?uri=spotify:playlist:3RRuHMQvn4gPIfK802sqlb
399,classic uk pop,https://embed.spotify.com/?uri=spotify:playlist:1a8bmZL1UIDLb9XqSfgtws
400,dmv rap,https://embed.spotify.com/?uri=spotify:playlist:3ifLzTZj0ut6AZbJ6bwhF9
401,rock nacional,https://embed.spotify.com/?uri=spotify:playlist:3ygLQ0p0Leod5w6KC1otBx
402,dreamo,https://embed.spotify.com/?uri=spotify:playlist:7j0Fio78ghmrM92FrgSSFR
403,previa,https://embed.spotify.com/?uri=spotify:playlist:0okY0eIRJ4vFIlZOwORthP
404,hip house,https://embed.spotify.com/?uri=spotify:playlist:0CaVoV0ZC3aUxNSb8SoZVf
405,german metal,https://embed.spotify.com/?uri=spotify:playlist:1Mcit79QvE6BdMXZ03eamN
406,latin worship,https://embed.spotify.com/?uri=spotify:playlist:6qubMJr7QEW6vCHogJU9u3
407,comic,https://embed.spotify.com/?uri=spotify:playlist:5yGDZPBsmXKUf3e22QHIh4
408,cancion melodica,https://embed.spotify.com/?uri=spotify:playlist:2dLBa2Id927DSbDX11R0h3
409,madchester,https://embed.spotify.com/?uri=spotify:playlist:4S0dEwHY1tHedrYTB6O1Yi
410,otacore,https://embed.spotify.com/?uri=spotify:playlist:5UBQfw8fKxi6ADXxUdUT2K
411,italian indie pop,https://embed.spotify.com/?uri=spotify:playlist:0Mu1FW9n1ca5nGoYi54x9i
412,german techno,https://embed.spotify.com/?uri=spotify:playlist:1x7cCTGSYF2xYu1hWiPQWk
413,tejano,https://embed.spotify.com/?uri=spotify:playlist:6cFjgaI6dLy1cM0HTKQq8Z
414,scorecore,https://embed.spotify.com/?uri=spotify:playlist:1v75VUwKR28oOd6Lf3C6JD
415,socal pop punk,https://embed.spotify.com/?uri=spotify:playlist:082daAvMUmkVEgkolt3wCw
416,baton rouge rap,https://embed.spotify.com/?uri=spotify:playlist:0F7mtdFDNN5fqlDuxWG8TM
417,mexican indie,https://embed.spotify.com/?uri=spotify:playlist:2UmyDZbUjnhE6tuhf8e9Wa
418,southern rock,https://embed.spotify.com/?uri=spotify:playlist:4T1ZiJC9fdryPOa47Pf3vl
419,filter house,https://embed.spotify.com/?uri=spotify:playlist:5oZMnQNApteFlWDTo0xrtb
420,glitchcore,https://embed.spotify.com/?uri=spotify:playlist:0nAwOSVQ19qbswrjPdmQkq
421,swedish hip hop,https://embed.spotify.com/?uri=spotify:playlist:3NfxAsLjZmCpQIlytSFiMB
422,rap espanol,https://embed.spotify.com/?uri=spotify:playlist:6PyV0jFaVWhEKdjscMtiAU
423,nu jazz,https://embed.spotify.com/?uri=spotify:playlist:26PD3pjcSfPuKUDV1jgfX8
424,children's music,https://embed.spotify.com/?uri=spotify:playlist:3EBkMektqMgkilc2bOehLD
425,australian hip hop,https://embed.spotify.com/?uri=spotify:playlist:6wYuYcsFOmTuWnYqEalOhk
426,drill,https://embed.spotify.com/?uri=spotify:playlist:4cEyA0ViSmUTFKF8i3agLU
427,korean r&b,https://embed.spotify.com/?uri=spotify:playlist:2TJHOlrTUoLMHs9CTyxN9n
428,sufi,https://embed.spotify.com/?uri=spotify:playlist:61rjzIILTnivihI046xLYP
429,arrochadeira,https://embed.spotify.com/?uri=spotify:playlist:0huwyZvlFjrRcnw96wKEKj
430,la pop,https://embed.spotify.com/?uri=spotify:playlist:7AqOmLV0JV4a3GpIU1qxbL
431,dutch rap pop,https://embed.spotify.com/?uri=spotify:playlist:3NxTF39nYRfSUx8Tc10nvA
432,grime,https://embed.spotify.com/?uri=spotify:playlist:6tpwcBIh10DbSUksx3mRB5
433,jazz blues,https://embed.spotify.com/?uri=spotify:playlist:4ehHChcQBZTZ0kP9CkHdzc
434,christmas instrumental,https://embed.spotify.com/?uri=spotify:playlist:61mWpz3ZqIBLOd3MxbjWFR
435,canadian trap,https://embed.spotify.com/?uri=spotify:playlist:3m7nHC50zcjP8v1HRaDd8f
436,flamenco urbano,https://embed.spotify.com/?uri=spotify:playlist:21XVVIqOYYoX4krT44mMiL
437,cumbia sonidera,https://embed.spotify.com/?uri=spotify:playlist:5vdpHqiubY4Vkr4nLUbWY1
438,cumbia pop,https://embed.spotify.com/?uri=spotify:playlist:1fcPcaUecENuGmupx6P6xw
439,gym hardstyle,https://embed.spotify.com/?uri=spotify:playlist:3sxd4rKBG1cpSn15GcKFAG
440,brooklyn indie,https://embed.spotify.com/?uri=spotify:playlist:78MPGFVq0C4yrfvgxZKngM
441,movie tunes,https://embed.spotify.com/?uri=spotify:playlist:1gauLmjFqDP3iP7yKiJCHt
442,cumbia,https://embed.spotify.com/?uri=spotify:playlist:0bWU5c6DF4sKYDGX2CX2Cr
443,rumba,https://embed.spotify.com/?uri=spotify:playlist:3BfEgQqVomK4wv9cYD2k6o
444,bass trap,https://embed.spotify.com/?uri=spotify:playlist:28qL4DDUcphiGvSyJdW77W
445,thai pop,https://embed.spotify.com/?uri=spotify:playlist:3UgbkYQnqsue0LbbcUUCDN
446,contemporary vocal jazz,https://embed.spotify.com/?uri=spotify:playlist:3JvgYk6ZM1mwWViJpxphml
447,meme rap,https://embed.spotify.com/?uri=spotify:playlist:6Aq8qvliiLbYnxkUbse6DT
448,indonesian indie,https://embed.spotify.com/?uri=spotify:playlist:5Wh14KMrdMwRzU4lU8Zc9z
449,rap conciencia,https://embed.spotify.com/?uri=spotify:playlist:6vfVdOzLUYpG9z9wE0Icjx
450,nouvelle chanson francaise,https://embed.spotify.com/?uri=spotify:playlist:3oZK1D458xeFA0EVuAoesb
451,background piano,https://embed.spotify.com/?uri=spotify:playlist:66O4FigZBxS4Tz80TbZ9Zc
452,florida drill,https://embed.spotify.com/?uri=spotify:playlist:5BnmykWeS0YYxI7VH9lZjP
453,vocal house,https://embed.spotify.com/?uri=spotify:playlist:5r4gdnighI2ujQqfCwtHlU
454,chillwave,https://embed.spotify.com/?uri=spotify:playlist:5pDD5tz9aQULzowpuKMSep
455,bass house,https://embed.spotify.com/?uri=spotify:playlist:5ITCoz5fDeGlbKyNmwKXoG
456,hindi hip hop,https://embed.spotify.com/?uri=spotify:playlist:572Hmii6eSuDai46ZJXgIe
457,funk consciente,https://embed.spotify.com/?uri=spotify:playlist:1pYXwb6K11YUZWvulG8LfM
458,anthem worship,https://embed.spotify.com/?uri=spotify:playlist:0pcdBX3CHzyOFHeyu7RAQI
459,electric blues,https://embed.spotify.com/?uri=spotify:playlist:7EFp3Wiscy9r6DhBoOxmyT
460,chillhop,https://embed.spotify.com/?uri=spotify:playlist:0cRVSi1eXiAYipZDgVU11c
461,irish rock,https://embed.spotify.com/?uri=spotify:playlist:2CBHXjkBbHfiKcKIHesfbC
462,dutch rock,https://embed.spotify.com/?uri=spotify:playlist:6GVUfirEB9jLZzk1lA7XZT
463,korean pop,https://embed.spotify.com/?uri=spotify:playlist:6tc3J6NhFZJkw0n7ix0w5l
464,cantopop,https://embed.spotify.com/?uri=spotify:playlist:6h7Jr2zbuBSNKAzajJ7BvD
465,gaming edm,https://embed.spotify.com/?uri=spotify:playlist:5kredHbbKjb6EUN5exsaQh
466,deep german hip hop,https://embed.spotify.com/?uri=spotify:playlist:1p4L83YzPEhIPZHF94bJ7z
467,uk post-punk,https://embed.spotify.com/?uri=spotify:playlist:0PdixUwE2t9E4ehH6TaTyi
468,perreo,https://embed.spotify.com/?uri=spotify:playlist:3kKTNWq50Aysbs5ammCarH
469,swedish trap pop,https://embed.spotify.com/?uri=spotify:playlist:6U6G6gOdXrrSIvQEsM4fsf
470,anime score,https://embed.spotify.com/?uri=spotify:playlist:2K3Gf8NozSaxXj5227J9tv
471,japanese alternative rock,https://embed.spotify.com/?uri=spotify:playlist:4tpLmmkAvbRGzP3wMpYCdX
472,groove metal,https://embed.spotify.com/?uri=spotify:playlist:5UYSZ8nVmn0iaIelrf9Oe8
473,early music,https://embed.spotify.com/?uri=spotify:playlist:0K86fmE0c0SFgz9GpwhwLm
474,uk drill,https://embed.spotify.com/?uri=spotify:playlist:685ydTa5UXcEU5NZbLJCy7
475,rap canario,https://embed.spotify.com/?uri=spotify:playlist:05DEKeFlMuXhfxk1CpjD7b
476,pop flamenco,https://embed.spotify.com/?uri=spotify:playlist:5eXtMliOlZWHMcDDRkANhL
477,salsa puertorriquena,https://embed.spotify.com/?uri=spotify:playlist:4bCkN6aIITHJ5ZQUjEUxB6
478,azontobeats,https://embed.spotify.com/?uri=spotify:playlist:0BFlqvOTWhikSH6YmnugCs
479,kentucky hip hop,https://embed.spotify.com/?uri=spotify:playlist:1jbjgJE4hBSSwfx5NjWc2j
480,arabesk,https://embed.spotify.com/?uri=spotify:playlist:4Pgl4JWg99RspoFbmSjq6P
481,christian rock,https://embed.spotify.com/?uri=spotify:playlist:0l4beRwx17QIjP7kTciYUk
482,post-punk,https://embed.spotify.com/?uri=spotify:playlist:20cUBDEbmqhNmklStbkQvL
483,french rock,https://embed.spotify.com/?uri=spotify:playlist:6uL4zN0tryTmOsrhcknaIS
484,houston rap,https://embed.spotify.com/?uri=spotify:playlist:0pyHVjbjiyuutRjtP3hvNY
485,pop emo,https://embed.spotify.com/?uri=spotify:playlist:3Gf8bbUuqd7zLFt4LrSLej
486,japanese singer-songwriter,https://embed.spotify.com/?uri=spotify:playlist:2XKIPP83gL3CAONT0n5ZmT
487,turkish folk,https://embed.spotify.com/?uri=spotify:playlist:23w9QtY1mUO3j1sij0NORp
488,lullaby,https://embed.spotify.com/?uri=spotify:playlist:1HF6J83A0lrauLpdJ9N4Nz
489,post-disco,https://embed.spotify.com/?uri=spotify:playlist:5iKvDdecBJSQ5Qg46MN135
490,bow pop,https://embed.spotify.com/?uri=spotify:playlist:6kD1by03LqVcIK7FfQ23Ub
491,pinoy rock,https://embed.spotify.com/?uri=spotify:playlist:5JdttIYzORolkaZOiAmaDN
492,industrial,https://embed.spotify.com/?uri=spotify:playlist:77sv0mFP4YSZgApxcqjaOb
493,electro latino,https://embed.spotify.com/?uri=spotify:playlist:1sD9vBSHzNC8d30hT5Xg3m
494,punk blues,https://embed.spotify.com/?uri=spotify:playlist:0pUItxZh4LNpvkkM22kBTj
495,mollywood,https://embed.spotify.com/?uri=spotify:playlist:4cOnCdcml9OJO7LfXqWxPf
496,v-pop,https://embed.spotify.com/?uri=spotify:playlist:6TtiOm4Vf5wD8gPs1V4pQI
497,nigerian hip hop,https://embed.spotify.com/?uri=spotify:playlist:33VujNIodgRGBI4TUuB4mx
498,indonesian singer-songwriter,https://embed.spotify.com/?uri=spotify:playlist:7aJrA9ExAuZLUr4OdXbwwv
499,vallenato,https://embed.spotify.com/?uri=spotify:playlist:3r3Yyzb9UUcuWpjd9Y0nfj
500,phonk,https://embed.spotify.com/?uri=spotify:playlist:3qxSuTNp8RQ3QAnsQkMan4
501,classic swedish pop,https://embed.spotify.com/?uri=spotify:playlist:5sjIhYs9VdRLVRwQimhRq6
502,tollywood,https://embed.spotify.com/?uri=spotify:playlist:1pJbr3AF7AZtbMZBmyvBRn
503,swedish electropop,https://embed.spotify.com/?uri=spotify:playlist:33fyWhh6amFf9SQi1EILdm
504,ambient pop,https://embed.spotify.com/?uri=spotify:playlist:0yRTC25xu2jLehDX24gFmH
505,bedroom soul,https://embed.spotify.com/?uri=spotify:playlist:5YhnF0wwxsNlZzyFbMpOzG
506,weirdcore,https://embed.spotify.com/?uri=spotify:playlist:4ldvbvo0ioenUAurg0pzZk
507,melodic dubstep,https://embed.spotify.com/?uri=spotify:playlist:0lLw4zuyAnF3H6LoeSngXb
508,rap napoletano,https://embed.spotify.com/?uri=spotify:playlist:0OCPvoUuknhRAe1x0HFI3C
509,sped up,https://embed.spotify.com/?uri=spotify:playlist:2Ot7SIZg72RfUphP7V6zqs
510,baroque,https://embed.spotify.com/?uri=spotify:playlist:4vmfJ9pJfFyeo1s5Z0g9B7
511,drill espanol,https://embed.spotify.com/?uri=spotify:playlist:0fsiAxyZJMMQ3TFa4b8enY
512,electro,https://embed.spotify.com/?uri=spotify:playlist:4oBAlPMMM8HqTd9ee6GiRr
513,australian indie,https://embed.spotify.com/?uri=spotify:playlist:4Qqc4lX4i4A8uXD9SBQy7S
514,uk alternative pop,https://embed.spotify.com/?uri=spotify:playlist:5sD1aSVv0KWgbGHo8GYKMC
515,schlager,https://embed.spotify.com/?uri=spotify:playlist:5GtYXXydQZxdFlkIIvCHBW
516,minnesota hip hop,https://embed.spotify.com/?uri=spotify:playlist:3ZPBThiaZ0jSMPerPHpMwd
